id,gender,age
89b8da9c68653ab2171c09e8b91f3c0a,male,0-17
eaf20dce3a4eff86ee55cd66c16d6007,female,18-21
1aae39e658c193820063109f596853e4,female,18-21
6311442ec4dd55141310e1fb7203c2b9,male,18-21
07554168679ae505ac394b80c815a5f8,male,18-21
9298249ef3c81fd707563679d3675227,male,25-29
8c7d67949a7405bceb3cb4e5c9d69355,female,30-39
6887965c5818922760290eb74df445a1,male,30-39
7afdb1d6b55b96eb2319183f7e308b35,female,40-49
af8c51f00a5faaa17a28ec7072c07bf7,male,22-24
